Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Cluster
Alipore,Kolkata,Utsaav,300.0,2.9,80.0,Chinese,Alipore,91.00000000000001,1
Basavanagudi,Bangalore,Gama Gama Hotel,150.0,4.4,100.0,"Street Food,South Indian,Indian",Basavanagudi,55.0,0
Tolichowki,Hyderabad,Galaxy Paradise,250.0,3.6,20.0,"Biryani,Chinese",Tolichowki,69.0,0
Kidderpore,Kolkata,New Chaturbhuj Mistanna Bhandar,200.0,4.4,50.0,Sweets  Snacks,Kidderpore,57.0,1
Kharkhana & Trimulgherry,Hyderabad,Balaji Jainarayan Mithai Bhandar,300.0,3.8,20.0,Sweets  Snacks  Bengali,Kharkhana & Trimulgherry,69.0,0
Kothrud,Pune,Gypsy Caterers,500.0,2.9,80.0,Indian,Kothrud,60.0,0
Jadavpur,Kolkata,Yummy Express,200.0,2.9,80.0,"American,Beverages,Snacks",Jadavpur,84.0,1
South Kolkata,Kolkata,Hot Spring Kitchen And Lounge,500.0,2.9,80.0,Chinese,South Kolkata,79.0,0
Ruby Area,Kolkata,The Parking,200.0,4.3,50.0,"Chinese,Tandoor,Fast Food,Mughlai,Combo,Beverages",Ruby Area,73.0,1
Chennai,Chennai,Fb Cakes Royapuram,200.0,4.1,100.0,Bakery,Royapuram,61.99999999999999,0
Kothrud,Pune,Origins,1600.0,4.5,20.0,"Thai,Indonesian,Japanese,Burmese",Kothrud,66.0,1
Banjara Hills,Hyderabad,The Bedford Bakehouse And Tearoom,500.0,2.9,80.0,Continental,Banjara Hills,74.0,1
Rajajinagar,Bangalore,Friends Chinese Corner,200.0,2.9,80.0,"Chinese,Kebabs",Rajajinagar,61.0,0
Scruz Bandra East,Mumbai,Vinanjay Family Restaurant &Bar,350.0,2.9,80.0,Indian  Chinese  South Indian  Biryani  Tandoor  Snacks,Scruz Bandra East,41.0,1
Kurla,Mumbai,Express Chinese,250.0,3.0999999999999996,20.0,Chinese,Juhu,43.0,0
Naranpura,Ahmedabad,Flourish Lounge Cafe,200.0,2.9,80.0,"Beverages,Ice Cream",Naranpura,52.0,0
Ameerpet,Hyderabad,Abhiruchi Swagruha Foods,250.0,4.5,100.0,Sweets  Snacks,Ameerpet,61.99999999999999,0
Juhu,Mumbai,99 Chinese,250.0,2.9,80.0,Chinese,Juhu,38.0,0
Kurla,Mumbai,Chinese Adda,250.0,2.9,80.0,Chinese,Juhu,44.0,0
Piplod,Surat,La Festa,500.0,3.7,20.0,"Pizzas,Chinese,Italian,Fast Food",Vesu,58.00000000000001,0
Kurla,Mumbai,Bhot Hard Chinese,250.0,2.9,80.0,Chinese,Juhu,40.0,0
Piplod,Surat,Iconic Food Victory,300.0,2.9,80.0,"Chinese,North Indian,Indian,Biryani,Pastas,Combo,Beverages",Piplod,65.0,0
Juhu,Mumbai,Vista Fast Food,250.0,2.9,80.0,"Chinese,Indian",Juhu,39.0,1
Kurla,Mumbai,Papa Pizza,250.0,2.9,80.0,"Indian,Chinese",Juhu,39.0,1
Rohini,Delhi,Healthy Tree,350.0,4.1,100.0,"Beverages,Healthy Food,Salads",Rohini,45.99999999999999,0
Chembur,Mumbai,Appetite Chinese Food,300.0,4.3,20.0,Chinese,Chembur,52.0,0
Nallakunta & Vidyanagar,Hyderabad,Tasty Inn Hyderabadi Biryani,250.0,2.9,80.0,"Biryani,Indian,Chinese,Seafood",Nallakunta & Vidyanagar,43.0,1
Jadavpur,Kolkata,Shandar Chinese Kitchen,300.0,4.4,100.0,"Chinese,Snacks",Jadavpur,88.0,1
Jadavpur,Kolkata,The Kindest Biryani,200.0,2.9,80.0,Indian,Jadavpur,84.0,1
Shivaji Nagar,Pune,Terrasinne Food Corp.Llp,600.0,2.9,80.0,Indian,Shivaji Nagar,51.0,1
Basavanagudi,Bangalore,Uttara Karnatakadha Jolada Rotti Mattu Chapati Angadi,100.0,4.3,100.0,"South Indian,Snacks,Indian",Basavanagudi,49.0,1
Nallakunta & Vidyanagar,Hyderabad,Chickden,250.0,4.1,20.0,"Indian,Arabian,Chinese",Nallakunta & Vidyanagar,44.0,0
South Kolkata,Kolkata,Little Asia,300.0,4.5,100.0,"Chinese,Fast Food",Alipore,73.0,0
Rohini,Delhi,Standard Ice Cream(Rohini Sector-6 Ayodhya Chowk Wale),150.0,4.0,50.0,"Street Food,Desserts,Beverages",Rohini,25.000000000000004,1
Ghatkopar Vikhroli,Mumbai,Bff Bombay French Fries,300.0,2.9,80.0,"Continental,Desserts,Beverages,Snacks",Ghatkopar Vikhroli,55.0,0
Nungambakkam,Chennai,The Break Room,300.0,2.9,80.0,"Beverages,Snacks,Fast Food,Chaat,Ice Cream",Nungambakkam,51.0,1
Annanagar,Chennai,Abang Raju'S Nasi Goreng,350.0,2.9,80.0,"Singaporean,Malaysian",Annanagar,75.0,0
Royapettah,Chennai,The New Moghal Biriyani,300.0,2.9,80.0,"Biryani,Indian,Chinese",Royapettah,44.0,1
South Kolkata,Kolkata,37 Relish Route,200.0,2.9,80.0,"Bengali,Continental",South Kolkata,82.0,0
Piplod,Surat,Thali Central,350.0,4.1,100.0,"Biryani,North Indian,Mughlai,Beverages",Piplod,57.0,1
Indiranagar,Bangalore,Raffaele'S Ristorante Pizzeria,800.0,4.3,100.0,"Pizzas,Continental,Pastas,Fast Food,Beverages",Indiranagar,60.0,1
Marol Sakinaka,Mumbai,The Health Factory,600.0,2.9,80.0,Healthy Food,Marol Sakinaka,42.0,1
Kothrud,Pune,Rambo'S Biryani House,350.0,2.9,80.0,"Indian,Kebabs",Kothrud,45.0,1
Dumdum,Kolkata,Ebowl,300.0,4.3,100.0,"Biryani,Indian,Chinese",Dumdum,69.0,0
Kilpauk,Chennai,Chai Garden,200.0,2.9,80.0,"South Indian,Beverages",Kodumbakkam,63.0,0
Kodambakkam,Chennai,Tommys Kitchen,300.0,2.9,80.0,"Chinese,Indian,Kebabs",Kodumbakkam,65.0,1
Kilpauk,Chennai,Madras Momos,200.0,2.9,80.0,"Chinese,Combo,Beverages",Kilpauk,65.0,1
Chembur,Mumbai,Rajhans Dining ( Ornament ),700.0,2.9,80.0,"Indian,Chinese",Chembur,57.0,1
Koramangala,Bangalore,Singh Da Punjabi Dhaba,200.0,3.8,100.0,"Punjabi,Tandoor,Chinese",Koramangala,53.99999999999999,1
Marol Sakinaka,Mumbai,Hotel Gopi,200.0,2.9,80.0,"Chinese,South Indian,Snacks",Marol Sakinaka,44.0,0
Salt Lake,Kolkata,Harpreet Auntie'S Thali Junction,600.0,2.9,80.0,"Indian,Chinese,Thalis",Salt Lake,65.0,0
Kothapet & Dilsukhnagar,Hyderabad,Sri Surya Tiffins,150.0,2.9,80.0,"South Indian,Chinese,Fast Food,Snacks",Kothapet & Dilsukhnagar,67.0,1
Frazer Town,Bangalore,Bigbites,300.0,2.9,80.0,"Street Food,Fast Food,Tex-Mex",Frazer Town,56.0,0
Malleshwaram,Bangalore,Hotel Moonlight,500.0,4.1,100.0,"Indian,Chinese,Biryani,Tandoor",Malleshwaram,53.0,0
Koramangala,Bangalore,The Local-Terrace Drinkery,600.0,2.9,80.0,"American,Indian",Koramangala,64.0,1
Basaveshwaranagar,Bangalore,Jai Matharani Chats,200.0,2.9,80.0,"Chaat,Juices,Beverages",Basaveshwaranagar,57.0,0
Santoshnagar & Saidabad,Hyderabad,Zaheer Juice Center,200.0,2.9,80.0,"Juices,Beverages",Santoshnagar & Saidabad,35.0,1
Banjara Hills,Hyderabad,Trio La Patisserie,300.0,2.9,80.0,"Bakery,Desserts",Banjara Hills,58.00000000000001,1
George Town,Chennai,Taj Biriyani Center,400.0,2.9,80.0,"Street Food,Biryani,Indian",George Town,60.0,1
Ghatkopar Vikhroli,Mumbai,Star Restaurant,500.0,2.9,80.0,Chinese  North Indian  Fast Food  Mughlai  Indian  Seafood  Kebabs  Thalis,Ghatkopar Vikhroli,65.0,1
Nsp,Delhi,Pizzapastaburger Coin,200.0,3.7,50.0,"Pizzas,Fast Food",Nsp,61.99999999999999,1
Begumpet,Hyderabad,Trio La Patisserie,400.0,2.9,80.0,Bakery  Desserts,Begumpet,64.0,1
Perambur,Chennai,Billy'S,200.0,2.9,80.0,"Indian,American,Italian,Continental",Perambur,81.0,0
Lakdi Ka Pul,Hyderabad,Peshawar Juice N Ice Cream,200.0,2.9,20.0,Juices  Beverages  Desserts,Lakdi Ka Pul,51.0,1
Chandkheda,Ahmedabad,S N Blu- The Food Library,300.0,2.9,80.0,"Indian,Fast Food,Beverages",Chandkheda,80.0,1
Punjabi Bagh,Delhi,Nori,800.0,2.9,80.0,"Asian,Chinese,Burmese,Thai,Seafood",Punjabi Bagh,69.0,1
Kothrud,Pune,Crazy Cheesy ( Law Collage Road ),500.0,2.9,80.0,"Continental,Pastas,Pizzas",Kothrud,49.0,0
Tolichowki,Hyderabad,Surprise India - Cakes & Desserts,300.0,2.9,80.0,Desserts,Tolichowki,56.0,1
Egmore,Chennai,Bismi Kebab Corner,200.0,2.9,80.0,"Biryani,Indian,Chinese",Egmore,45.99999999999999,0
South Kolkata,Kolkata,Bangla Box By Kasturi,350.0,4.1,100.0,"Bengali,Combo",South Kolkata,71.0,0
Nungambakkam,Chennai,Flavour Of Chettinadu,150.0,2.9,80.0,"Biryani,Chettinad,South Indian",Nungambakkam,53.99999999999999,0
Lake Town,Kolkata,Kbc-Kolkata Biryani Co,300.0,3.7,100.0,"Biryani,Mughlai,Indian,Tandoor,Kebabs,Snacks",Lake Town,83.0,0
Nungambakkam,Chennai,Dumbir By Kappa Chakka Kandhari,600.0,4.3,100.0,"Biryani,South Indian,North Indian",Nungambakkam,52.0,0
Basavanagudi,Bangalore,Spice It By Ibis,400.0,2.9,80.0,"Snacks,Beverages",Raja Ram Mohan Roy Rd,40.0,1
Salt Lake,Kolkata,Wow Chow,500.0,2.9,80.0,"Chinese,Asian",Sector-1,65.0,1
Kothapet & Dilsukhnagar,Hyderabad,Belly'S Icecreams And Thickshakes,300.0,2.9,80.0,"Beverages,Ice Cream",Kothapet & Dilsukhnagar,45.99999999999999,0
Alwarpet,Chennai,Chinese Baba,300.0,2.9,80.0,"Biryani,Barbecue,Chettinad,Chinese",Alwarpet,68.0,0
Marol Sakinaka,Mumbai,Beijing Chicken Lollipops,300.0,3.0,20.0,"Chinese,Beverages",Marol Sakinaka,55.0,0
Tarnaka Nacharam & Malkajigiri,Hyderabad,Manu S Kitchen,500.0,4.1,100.0,"Chinese,Tandoor,Seafood,Biryani,Indian",Tarnaka Nacharam & Malkajigiri,68.0,1
Uppal,Hyderabad,Sh Shawarma,200.0,2.9,80.0,Arabian  Fast Food,Uppal,47.0,1
Chembur,Mumbai,Koolers,400.0,4.0,20.0,Chinese,Chembur,50.00000000000001,0
Piplod,Surat,Chalu Momo,200.0,4.0,100.0,"Chinese,Fast Food",Piplod,58.00000000000001,0
Central Kolkata,Kolkata,South Indian Restaurant,300.0,4.1,50.0,South Indian,Central Kolkata,57.0,1
Charminar,Hyderabad,Pista House Premium Lounge,300.0,4.2,1000.0,"American,Fast Food,Snacks",Charminar,45.99999999999999,1
Navrangpura,Ahmedabad,Royal Punjab Paratha,280.0,4.0,20.0,North Indian,Navrangpura,36.0,1
Burrabazar,Kolkata,Riya'S Homemade Creation,150.0,2.9,80.0,Desserts,Burrabazar,48.0,1
Rajajinagar,Bangalore,Noto - Healthy Ice Cream,250.0,4.3,100.0,"Ice Cream,Healthy Food,Desserts",Rajajinagar,53.99999999999999,1
Kothrud,Pune,Cafe Chow Meow,400.0,2.9,80.0,"Street Food,Snacks,Pizzas,South Indian",Kothrud,53.99999999999999,0
Shivaji Nagar,Pune,Kannu Ki Chai,250.0,2.9,80.0,"Beverages,Snacks,Maharashtrian",Shivaji Nagar,36.0,0
Kurla,Mumbai,Wok Nation,600.0,4.1,20.0,"Indian,Chinese,Seafood,Tandoor",Kurla,40.0,1
Piplod,Surat,Maharaja Chaap Pure Veg Restaurant,250.0,3.8999999999999995,20.0,"Thalis,Punjabi,North Indian,Chinese,Snacks,Tandoor,Biryani,Combo",Piplod,59.0,1
Nallakunta & Vidyanagar,Hyderabad,Guest House Coffee And Ice Cream Parlour,300.0,2.9,80.0,"Fast Food,Pizzas,Pastas,Beverages",Nallakunta & Vidyanagar,52.0,0
Salt Lake,Kolkata,Gusto Pizza,300.0,4.0,500.0,"Pizzas,Pastas,Italian,American",Salt Lake,82.0,0
Central Bangalore,Bangalore,Cool Town,200.0,2.9,80.0,"Fast Food,Beverages,Desserts,Juices,Snacks",Central Bangalore,49.0,0
Burrabazar,Kolkata,The Black Pepper,200.0,2.9,80.0,"Indian,Chinese,Mughlai",Burrabazar,61.99999999999999,1
Ruby Area,Kolkata,Kitchen Plaza,200.0,4.0,20.0,"Indian,Chinese,Bengali",Ruby Area,84.0,0
Navrangpura,Ahmedabad,Shawarma,400.0,4.1,100.0,"Arabian,Fast Food",Navrangpura,44.0,1
Piplod,Surat,Monkey Fries,350.0,2.9,80.0,"Fast Food,American",Piplod,59.0,1
Kodambakkam,Chennai,Max Restaurant,300.0,2.9,80.0,"Chinese,Snacks,Desserts,Beverages",Kodambakkam,68.0,1
Salt Lake,Kolkata,Sandwich Gali,250.0,2.9,80.0,Fast Food,Salt Lake,80.0,1
Salt Lake,Kolkata,Waffle Treats,250.0,2.9,80.0,Desserts,Salt Lake,77.0,1
Salt Lake,Kolkata,Masala Fried Chicken,250.0,2.9,80.0,"Fast Food,Italian,Desserts",Salt Lake,81.0,1
Salt Lake,Kolkata,Krazzy Fried Chicken,250.0,2.9,80.0,"Indian,Fast Food,Desserts",Salt Lake,78.0,0
Salt Lake,Kolkata,Hot And Fresh Fried Chicken,250.0,2.9,80.0,"Fast Food,Continental,Pizzas,Snacks,Beverages,Combo",Salt Lake,83.0,0
Central Kolkata,Kolkata,Wah Janaab,200.0,4.3,100.0,"North Indian,Indian,Snacks,Desserts",Central Kolkata,57.0,1
Salt Lake,Kolkata,Sandwich Wale,250.0,2.9,80.0,"Fast Food,Italian,Desserts",Salt Lake,81.0,1
Central Kolkata,Kolkata,Calcutta Calling,300.0,4.1,100.0,"Chinese,Tandoor,Mediterranean,Kebabs,Oriental,Thai,Snacks",Central Kolkata,53.0,0
Alipore,Kolkata,Urban Desi Tarka,500.0,2.9,80.0,"Chinese,Tandoor,Indian,Biryani",Alipore,89.0,1
Lake Town,Kolkata,Kolkata Pizza,159.0,2.9,80.0,"Pizzas,Fast Food,Beverages",Lake Town,91.00000000000001,0
Salt Lake,Kolkata,Snackoo Time,250.0,2.9,80.0,"Fast Food,Italian,Desserts",Salt Lake,87.0,1
Salt Lake,Kolkata,Appetizers Snacks,250.0,2.9,80.0,"Italian,Fast Food,Beverages",Salt Lake,78.0,0
Himayath Nagar,Hyderabad,Santosh Family Dhaba,300.0,3.8,500.0,"North Indian,Biryani,Chinese,Tandoor,Indian",Himayath Nagar,32.0,1
Salt Lake,Kolkata,Snacks Gali,250.0,2.9,80.0,"Fast Food,Italian,Desserts",Salt Lake,84.0,1
Baner,Pune,Super Naan,500.0,3.7,20.0,North Indian,Baner,78.0,1
T Nagar,Chennai,Ab S-Absolute Barbecues,500.0,3.2,50.0,"North Indian,Mughlai,Chinese,Biryani,Grill,Barbecue,Seafood,Burmese",T Nagar,72.0,0
Naranpura,Ahmedabad,Rasthal Restaurant,300.0,2.9,80.0,Indian,Naranpura,51.0,1
Marol Sakinaka,Mumbai,Hotel Nityanand,800.0,3.7,20.0,Indian  Chinese,Marol Sakinaka,38.0,0
George Town,Chennai,Turban Mughal Restaurant,700.0,4.4,50.0,Biryani,George Town,58.00000000000001,1
Kothrud,Pune,Jalebi Experiment,500.0,3.6,20.0,"Sweets,Snacks,Indian,Rajasthani",Kothrud,65.0,0
T Nagar,Chennai,Dank,1499.9999999999998,2.9,80.0,Continental,T Nagar,77.0,0
Paschim Vihar,Delhi,Kakas Food Point,300.0,4.6,20.0,"Chinese,Fast Food,North Indian",Paschim Vihar,57.0,0
Paschim Vihar,Delhi,Burger And Sandwich Karol Bagh Wale (Taal),500.0,2.9,80.0,Healthy Food,Paschim Vihar,57.0,0
Paschim Vihar,Delhi,Late Night Burger,500.0,2.9,80.0,Healthy Food,Paschim Vihar,56.0,0
Wanowrie,Pune,Taco Mania,300.0,3.8999999999999995,50.0,Mexican,Wanowrie,77.0,1
Paschim Vihar,Delhi,Healthy Food,500.0,2.9,80.0,Healthy Food,Paschim Vihar,59.0,0
Paschim Vihar,Delhi,Loud Cloud,500.0,2.9,80.0,Healthy Food,Paschim Vihar,49.0,1
Paschim Vihar,Delhi,Late Night Sandwich,500.0,2.9,80.0,Healthy Food,Paschim Vihar,56.0,0
Central Bangalore,Bangalore,Madurai Idly Shop - Express,150.0,4.2,100.0,South Indian,Commercial Street Central Banaglore,38.0,1
Chandkheda,Ahmedabad,Sher-E-Punjab Dhaba,300.0,3.3,20.0,"Punjabi,Indian",Chandkheda,82.0,1
Central Kolkata,Kolkata,New Lazzat Biryani,200.0,2.9,80.0,Biryani,Central Kolkata,56.0,1
Sarthana,Surat,Captain Egg,200.0,2.9,80.0,"Indian,Oriental,Continental",Sarthana,59.0,0
Kilpauk,Chennai,Sri Vaishnavaa'S Chat Shop,250.0,4.4,100.0,"North Indian,Snacks,Chaat",Kilpauk,47.0,1
Vastral,Ahmedabad,Eatry Zone,200.0,2.9,80.0,Snacks,Vastral,72.0,0
Nungambakkam,Chennai,The Thief,1200.0,2.9,80.0,"Continental,Thai,Italian,Asian,Indian,American",Nungambakkam,65.0,1
Jadavpur,Kolkata,The Kunals Kitchen,200.0,2.9,80.0,Fast Food  Combo  Indian,Jadavpur,78.0,1
Ruby Area,Kolkata,Hatari,400.0,4.3,500.0,"Chinese,Biryani,North Indian",Ruby Area,77.0,0
Marol Sakinaka,Mumbai,Feel Good Food (Only Veg),350.0,4.5,20.0,"Combo,North Indian",Marol Sakinaka,55.0,0
Nungambakkam,Chennai,Darjeeling Cafe,300.0,4.4,100.0,"Street Food,Chinese,Tibetan,North Eastern,Fast Food",Nungambakkam,53.99999999999999,0
Piplod,Surat,East Pizza Co.,350.0,2.9,80.0,"Pizzas,Fast Food",Piplod,61.0,0
Marol Sakinaka,Mumbai,Hot Lee Chinese,400.0,3.7,100.0,"Chinese,Asian",Marol Sakinaka,49.0,0
Marol Sakinaka,Mumbai,Sanskari Biryani & More,350.0,4.2,50.0,"Biryani,Mughlai,North Indian,Desserts,Beverages",Marol Sakinaka,57.0,1
Punjabi Bagh,Delhi,Sticky Rice,1000.0,4.3,100.0,"Pan-Asian,Asian,Chinese,Japanese,Sushi,Thai,Seafood,Desserts",Punjabi Bagh,71.0,1
Marol Sakinaka,Mumbai,Changs Kitchen,500.0,2.9,80.0,Chinese,Marol Sakinaka,49.0,0
Nallakunta & Vidyanagar,Hyderabad,Thaaliyan By Phulkaas,200.0,3.8,100.0,"Indian,Mughlai",Nallakunta & Vidyanagar,38.0,1
North Dumdum,Kolkata,C4U,200.0,2.9,80.0,"Chinese,Snacks",North Dumdum,70.0,0
Marol Sakinaka,Mumbai,The Almighty Biryani,350.0,4.3,100.0,"Biryani,Mughlai,North Indian,Desserts,Beverages",Marol Sakinaka,58.00000000000001,1
Alwarpet,Chennai,Cheap & Best Kitchen,500.0,2.9,80.0,"Biryani,North Indian",Mylapore,63.0,0
Baner,Pune,Chotu Tapriwala,300.0,2.9,80.0,"Fast Food,Beverages",Baner,67.0,0
Dumdum,Kolkata,Perfect Bite,200.0,2.9,80.0,"Chinese,Indian,Snacks",Lake Town,92.99999999999999,1
Kothapet & Dilsukhnagar,Hyderabad,Neapolitan Pizza,150.0,2.9,80.0,Pizzas,Kothapet & Dilsukhnagar,63.0,1
Navrangpura,Ahmedabad,Ashapura Bhojanalay,300.0,4.1,100.0,Indian,Navrangpura,33.0,0
Royapettah,Chennai,90Ml,150.0,4.3,50.0,Beverages,Royapettah,53.0,0
Himayath Nagar,Hyderabad,Ayezas Kitchen,260.0,3.8999999999999995,50.0,"Indian,Hyderabadi",Himayath Nagar,58.00000000000001,0
Sangvi,Pune,Combos@69,200.0,2.9,80.0,Combo,Sangvi,65.0,0
Nallakunta & Vidyanagar,Hyderabad,Saravana Udupi Hotel,150.0,3.8,50.0,South Indian,Nallakunta & Vidyanagar,45.99999999999999,1
Charminar,Hyderabad,The Mahboob Biryani,1499.9999999999998,2.9,80.0,Biryani,Charminar,38.0,1
Kurla,Mumbai,Food Quarter,500.0,2.9,80.0,"Pizzas,Pastas,Healthy Food,Continental",Kurla,36.0,0
Kothapet & Dilsukhnagar,Hyderabad,New Shahi Naan,48.99999999999999,2.9,80.0,Indian,Kothapet & Dilsukhnagar,34.0,1
Athwa,Surat,The Sky 369 Fast Food,200.0,2.9,80.0,Fast Food,Athwa,40.0,1
Ghatkopar Vikhroli,Mumbai,La Pino'Z Pizza,300.0,4.0,500.0,Pizzas,Ghatkopar Vikhroli,44.0,0
Marol Sakinaka,Mumbai,Kebabish,500.0,3.3,20.0,North Indian,Kurla,51.0,0
Koramangala,Bangalore,Biryani By Kilo,500.0,4.1,500.0,"Biryani,Hyderabadi,Lucknowi,Kebabs,Mughlai,North Indian,Desserts,Beverages",Koramangala,72.0,0
Shivaji Nagar,Pune,Shubham Pure Veg,250.0,4.7,20.0,"North Indian,South Indian",Shivaji Nagar,35.0,1
Nampally,Hyderabad,Naseeb Hotel,200.0,3.8,20.0,"Indian,Biryani",Aghapura Nampally,36.0,1
Sarthana,Surat,Sai Pavbhaji & Chinese,200.0,3.8999999999999995,20.0,"South Indian,Fast Food,Chinese",Sarthana,65.0,1
Banjara Hills,Hyderabad,Shahi Rasoi Multicuisine Family Restaurant,749.9999999999999,4.1,50.0,"Biryani,Desserts,Grill",Hamayun Nagar Near Nmdc,50.00000000000001,1
Kurla,Mumbai,Fresh Breakfast,200.0,2.9,80.0,North Indian,Kurla,42.0,0
Perambur,Chennai,Maniammal Catering & Homemade Food,200.0,4.1,50.0,South Indian,Perambur,83.0,1
Marol Sakinaka,Mumbai,The Hunger Hut,300.0,2.9,80.0,Continental  Italian  Chinese,Marol Sakinaka,53.0,1
Naranpura,Ahmedabad,Fry Frenchie,149.0,2.9,80.0,Indian,Naranpura,51.0,0
Marol Sakinaka,Mumbai,Nayaab Biryani,400.0,4.3,100.0,"Biryani,Mughlai",Marol Sakinaka,41.0,1
Charminar,Hyderabad,Burgersuncle,300.0,2.9,80.0,"American,Italian,Indian",Charminar,50.00000000000001,0
Banjara Hills,Hyderabad,Tasco Bakery,350.0,4.2,20.0,"Bakery,Desserts,Snacks",Banjara Hills,49.0,1
Jadavpur,Kolkata,The Pie Chart,600.0,4.6,20.0,"Bakery,Desserts,Snacks",Jadavpur,82.0,1
Rohini,Delhi,Amjad Delhi Darbaar,200.0,2.9,80.0,Indian,Mangolpuri,45.99999999999999,0
Vastral,Ahmedabad,Tulsi Dining Hall,200.0,2.9,80.0,"Indian,Gujarati,Thalis",Vastral,71.0,1
Chembur,Mumbai,Vijay Bhelpuri,200.0,2.9,80.0,Snacks,Chembur,45.0,1
Perambur,Chennai,Csoning Shawarma Perambur,200.0,2.9,80.0,Arabian,Perambur,67.0,0
Nungambakkam,Chennai,Heavens Park Restaurant,300.0,4.3,50.0,"Biryani,Chinese,Arabian,Indian",Nungambakkam,52.0,0
Punjabi Bagh,Delhi,Aioli Bistro,1000.0,4.2,100.0,"Italian,Continental,Pizzas,Salads,Pastas,Desserts",Punjabi Bagh,65.0,0
Banjara Hills,Hyderabad,Just Bake Banjarahills,150.0,2.9,80.0,Bakery  Desserts  Fast Food,Banjara Hills,68.0,0
Powai,Mumbai,Bong Bong,500.0,2.9,80.0,"Pan-Asian,Thai,Chinese,Mughlai,Snacks",Powai,58.00000000000001,0
George Town,Chennai,Mathaji Ice Creams,100.0,2.9,80.0,"Ice Cream,Desserts",George Town,56.0,1
Marol Sakinaka,Mumbai,Kebabzaade,500.0,2.9,80.0,North Indian,Marol Sakinaka,49.0,0
Uppal,Hyderabad,Cafe De Gardenia,360.0,2.9,80.0,Chinese  Indian  Biryani,Uppal,74.0,0
Santoshnagar & Saidabad,Hyderabad,Kings Pizza Hut,200.0,2.9,80.0,Continental,Santoshnagar & Saidabad,58.00000000000001,0
Perambur,Chennai,Niyaz Biriyani,300.0,2.9,80.0,"Biryani,Chinese,South Indian",Perambur,67.0,1
Nungambakkam,Chennai,Ottoman Baklava,500.0,4.4,100.0,North Indian,Nungambakkam,45.99999999999999,1
Himayath Nagar,Hyderabad,A.M.Tiffin Centre,150.0,4.1,50.0,South Indian,Himayath Nagar,29.000000000000004,0
Swargate,Pune,Zhatkan Patkan Rasoi,350.0,2.9,80.0,Indian,Swargate,38.0,1
Kothapet & Dilsukhnagar,Hyderabad,Hotel Swagath,200.0,4.4,100.0,North Indian,Kothapet & Dilsukhnagar,43.0,0
Himayath Nagar,Hyderabad,Roll It Up,300.0,3.2,20.0,"Fast Food,Snacks,Italian,Chinese,Beverages",Himayath Nagar,32.0,1
Koramangala,Bangalore,Cafe Reset,900.0000000000001,2.9,80.0,"Cafe,Indian,Desserts",Koramangala,61.99999999999999,0
Athwa,Surat,M.P Chicken & Omlet,200.0,3.2,20.0,"Chinese,Snacks",Athwa,37.0,1
Burrabazar,Kolkata,Tripti Snacks Bar,240.0,4.5,20.0,"Chinese,Biryani,Combo,Kebabs",Shyambazar Five Point Crossing,51.0,1
Athwa,Surat,M.P. Tandoori Chicken 65,200.0,2.9,80.0,"Tandoor,Indian,Mughlai",Athwa,44.0,1
Rohini,Delhi,The House Of Chopsticks By Pind Balluchi,300.0,2.9,80.0,"North Indian,Chinese",Rohini,47.0,1
Kothrud,Pune,August 1 Five,200.0,2.9,80.0,"Chinese,Continental,Pizzas,Pastas,Beverages",Kothrud,60.0,0
Chandkheda,Ahmedabad,Hari Om Kathiyawadi,400.0,4.0,100.0,"North Indian,Punjabi,Gujarati",Chandkheda,72.0,0
Central Bangalore,Bangalore,India Chai Lounge,250.0,2.9,80.0,"Fast Food,Beverages",Central Bangalore,47.0,0
Central Kolkata,Kolkata,Urban Cloud,300.0,4.3,20.0,"Biryani,Chinese,North Indian,Fast Food,Pizzas",Central Kolkata,76.0,1
Kothrud,Pune,Wassup Pizza,199.0,2.9,80.0,"Pizzas,Beverages",Kothrud,65.0,1
Shantinagar,Bangalore,Dal Chawal Roti Sabji,200.0,2.9,80.0,"Thalis,Combo,North Indian",Basavanagudi,45.99999999999999,0
Ruby Area,Kolkata,Buddy Bites,200.0,2.9,80.0,"Indian,Kebabs,Combo",Ruby Area,79.0,0
Adajan,Surat,Kudrati Kahumbo,200.0,4.8,50.0,Beverages,Adajan,38.0,0
Koramangala,Bangalore,The Tasty Planet,70.0,2.9,80.0,"Beverages,Fast Food,Salads,Snacks",Koramangala,48.0,1
Nallakunta & Vidyanagar,Hyderabad,Arabian Mandi House,420.0,2.9,80.0,Arabian,Nallakunta & Vidyanagar,48.0,0
Scruz Bandra East,Mumbai,Sara India Da Mini R,300.0,2.9,80.0,Biryani  Indian  Tandoor  Punjabi,Scruz Bandra East,49.0,1
Nungambakkam,Chennai,Thoothukudi Macroon,100.0,4.1,20.0,"Snacks,Sweets",Nungambakkam,53.0,1
Kestopur,Kolkata,D Chef Kitchen,300.0,2.9,80.0,"Chinese,North Indian,Snacks,Biryani,Combo,Tandoor",Kestopur,83.0,0
Burrabazar,Kolkata,Abhinandan Ravi Ji,200.0,2.9,80.0,"Sweets,Snacks,Combo",Burrabazar,44.0,0
Adajan,Surat,The New Shivam Bakery,200.0,2.9,80.0,"Bakery,Desserts,Snacks",Adajan,60.0,1
Navrangpura,Ahmedabad,Ark Cafe,300.0,2.9,80.0,"Fast Food,Beverages,Pizzas",Navrangpura,45.0,0
